molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
"3s00_ligand",0,0,0,0,0,6,0,0,301.808,4.894,548.261,174.804,122.904,112.098,138.456,901.440,2.000,3.500,0.0265681,0.0090281,0.8231311,27.140,9.527,14.153,7.739,3.081,-4.473,-4.449,-4.929,676.713,-0.668,1859.948,-2.814,8.077,0.912,2,0.066,3,95.645,0.000,0.000,75.489,4,0,10,0,10,0,18,0,0.015
"3rzi_ligand",0,1,0,1,0,4,0,-1,204.228,3.557,419.874,39.164,174.383,206.327,0.000,692.802,4.000,3.000,0.0182586,0.0142900,0.9018177,20.974,8.350,14.494,11.250,-1.060,-1.180,-1.406,-3.023,13.891,-0.709,6.842,-5.685,8.210,-0.125,4,-0.624,2,41.191,0.000,0.000,87.829,4,0,9,0,9,0,15,1,0.025
"3rz9_ligand",19,4,0,2,12,50,0,-2,1269.460,5.748,1895.393,1078.420,739.622,77.352,0.000,3799.940,14.500,32.400,0.0086955,0.0650923,0.6213223,114.553,45.663,78.700,64.159,-8.640,1.956,1.312,9.175,0.000,-14.426,0.000,-14.203,9.279,-0.374,26,-5.180,1,0.000,0.000,164.859,645.953,34,3,5,0,5,2,89,2,0.000
"3rz3_ligand",0,0,0,1,1,11,0,-2,442.295,7.046,724.050,191.890,190.309,198.793,143.058,1284.663,3.000,8.600,0.0386444,0.0205727,0.7893251,40.094,14.660,23.346,16.277,2.852,-4.368,-4.763,-2.707,25.948,-1.785,115.773,-3.270,9.040,0.418,5,-0.565,2,68.957,0.000,22.701,130.812,7,0,12,0,12,0,29,0,0.010
"3ryw_ligand",3,0,0,4,0,18,0,-2,423.382,13.199,759.842,426.653,241.545,88.159,3.486,1348.300,0.000,8.250,0.1292161,0.0000000,0.7767824,37.089,13.233,18.092,7.947,4.581,-3.381,-4.597,1.666,0.824,-3.182,0.142,-3.932,8.843,0.375,4,-1.083,1,52.268,0.000,0.000,138.664,8,0,6,0,6,0,27,1,0.021
"3ry8_ligand",2,0,0,3,0,6,0,-2,192.125,7.159,359.793,64.669,295.124,0.000,0.000,571.454,3.000,5.750,0.0896769,0.0276806,0.9256193,12.863,6.471,12.898,11.326,0.056,-0.610,-1.140,2.687,0.256,-2.095,0.133,-6.383,11.206,-0.318,3,-1.353,1,16.676,0.000,0.000,158.682,7,0,0,0,0,0,13,1,0.020
"3rxl_ligand",3,1,0,0,0,2,0,1,125.170,1.620,341.896,229.048,59.213,53.634,0.000,524.272,2.000,1.500,0.0050040,0.0062046,0.9196919,14.055,4.385,7.443,5.275,0.786,-0.128,-0.291,-3.813,678.077,0.375,359.635,-4.292,8.712,-0.635,6,-0.447,3,82.225,0.000,0.000,35.631,2,0,5,0,5,0,9,0,4.192
"3rxk_ligand",2,2,0,0,0,2,1,1,158.200,3.116,393.489,284.696,108.793,0.000,0.000,619.883,2.000,5.000,0.0156672,0.0179702,0.8935224,17.370,5.142,10.748,8.819,-0.705,0.716,1.257,-4.707,57.282,0.331,27.522,-7.458,9.187,-1.028,3,-0.595,2,54.280,0.000,0.000,65.919,4,0,5,0,5,4,11,0,0.029
"3rxi_ligand",1,1,0,0,0,3,0,1,160.218,1.546,385.624,78.361,92.217,215.046,0.000,611.985,3.000,1.000,0.0039073,0.0044915,0.9039846,18.465,6.778,10.520,7.454,1.187,-0.537,-1.150,-4.837,329.842,0.029,165.035,-4.236,8.213,-0.078,3,-0.360,3,78.968,0.000,0.000,41.088,2,0,9,0,9,0,12,0,2.699
"3rxe_ligand",5,0,1,0,0,3,0,-1,120.154,4.604,315.002,0.000,103.322,211.680,0.000,473.530,3.000,1.500,0.0447638,0.0082478,0.9327174,12.892,5.616,9.500,7.829,0.650,-0.532,-1.201,-3.630,1037.756,-0.409,514.929,-4.453,8.626,0.258,0,-0.733,3,84.734,0.000,0.000,45.854,2,0,6,0,6,0,9,0,1.244
"3rxd_ligand",1,1,0,0,0,3,0,1,137.181,2.862,350.147,141.695,61.227,147.225,0.000,543.779,2.000,1.750,0.0150586,0.0070681,0.9201586,15.088,5.278,8.207,5.971,1.320,-0.132,-0.516,-4.252,648.908,0.299,342.943,-3.904,9.056,-0.303,4,-0.462,3,85.010,0.000,0.000,35.293,2,0,6,0,6,0,10,0,12.642
"3rxa_ligand",4,1,0,0,0,1,0,2,113.202,1.365,323.509,280.714,42.794,0.000,0.000,506.229,2.000,1.000,0.0036789,0.0043715,0.9495334,13.463,4.023,6.865,4.482,0.882,-0.076,0.594,-3.075,970.470,0.585,529.857,-4.275,9.207,-3.028,1,-0.402,3,85.569,0.000,0.000,24.283,1,0,7,0,0,7,8,0,5.052
"3rx8_ligand",3,1,0,0,0,10,1,-2,309.316,7.993,526.197,252.674,273.523,0.000,0.000,928.054,7.000,15.100,0.0688329,0.0759237,0.8744444,24.566,10.427,27.275,25.766,-3.155,-0.213,0.612,-4.290,6.295,-2.025,2.287,-7.663,9.148,-1.659,6,-1.152,1,9.812,0.000,0.000,160.803,9,1,12,0,12,10,21,1,0.004
"3rx5_ligand",11,1,0,0,0,16,2,-2,471.458,7.663,680.761,333.456,347.305,0.000,0.000,1287.595,10.000,23.600,0.0456102,0.1096269,0.8407947,35.102,14.880,39.770,38.082,-4.864,0.121,0.978,-4.834,1.257,-3.278,0.401,-8.447,9.210,-1.227,9,-1.729,1,0.000,0.000,0.000,232.576,14,2,18,0,18,15,32,2,0.002
"3rwq_ligand",0,0,0,0,0,8,0,-2,402.458,5.769,719.277,232.285,188.302,298.691,0.000,1281.743,3.000,9.000,0.0259618,0.0216724,0.7933582,42.857,14.301,23.915,16.257,2.382,-4.794,-5.036,-6.300,162.268,-1.913,69.296,-3.170,8.227,0.981,7,-0.023,2,80.454,0.000,0.000,121.716,9,0,21,0,21,0,30,1,0.004
"3rwi_ligand",18,1,0,2,10,38,0,-2,1175.263,14.313,1423.801,622.270,539.414,262.117,0.000,3129.457,11.250,26.700,0.0654633,0.0628982,0.7267107,97.190,34.952,66.199,51.763,-4.927,-0.323,-4.941,9.429,0.000,-8.138,0.000,-8.952,7.930,0.083,21,-3.943,1,0.000,0.000,118.530,549.246,30,3,20,0,20,0,84,2,0.001
"3rwf_ligand",17,1,0,3,10,35,0,-2,1162.178,9.841,1532.488,532.451,753.680,246.357,0.000,3175.724,12.250,28.150,0.0304976,0.0642909,0.6818096,100.818,38.438,69.925,61.514,-6.555,0.201,-3.916,10.585,0.000,-11.956,0.000,-13.244,8.222,0.081,21,-4.355,1,0.000,0.000,180.484,594.434,31,3,23,0,23,4,83,2,0.000
"3rwe_ligand",17,1,0,2,9,38,0,-2,1259.441,6.773,1583.065,549.068,503.240,487.596,43.161,3409.302,11.000,22.750,0.0134558,0.0476627,0.6920062,110.543,39.883,67.879,51.417,-0.474,-3.180,-9.453,6.417,0.000,-8.228,0.001,-7.491,8.343,0.118,19,-2.367,1,0.000,0.000,148.602,469.110,26,3,30,0,30,0,90,2,0.000
"3rwc_ligand",18,2,1,1,8,38,0,-2,1167.372,18.062,1503.134,636.742,487.024,379.368,0.000,3286.760,12.750,22.700,0.0992588,0.0539241,0.7112340,104.605,37.454,69.156,50.900,-2.092,-1.091,-6.488,3.337,0.000,-7.348,0.001,-9.636,8.283,-0.042,20,-2.279,1,0.000,0.000,121.886,455.397,26,3,26,0,26,4,84,2,0.000
"3rw9_ligand",0,0,0,0,0,9,0,-2,338.384,2.860,597.040,186.741,280.671,103.388,26.240,1028.076,5.000,11.100,0.0079575,0.0415724,0.8251102,30.198,11.747,23.576,20.049,-0.780,-2.516,-2.460,-4.855,21.592,-2.663,10.906,-5.464,8.638,0.390,5,-0.870,2,46.259,0.000,0.000,154.618,9,0,14,0,14,4,23,1,0.004
"3rv9_ligand",1,0,0,2,0,5,1,-2,252.223,7.160,464.914,137.852,224.794,102.267,0.000,795.321,1.000,5.750,0.0644514,0.0123679,0.8929366,23.441,8.256,13.159,9.088,1.528,-2.037,-2.410,-0.137,4.692,-1.617,2.434,-4.822,10.336,1.805,2,-0.794,2,47.906,0.000,0.000,130.423,6,0,6,0,6,1,18,1,0.035
"3rup_ligand",4,0,0,3,0,11,2,-2,427.204,6.595,598.318,62.706,414.448,113.478,7.687,1052.642,4.000,16.100,0.0413192,0.0538175,0.8364117,29.993,12.662,25.775,24.043,-1.650,-1.141,-2.283,0.702,0.019,-4.030,0.009,-7.702,8.246,0.010,4,-1.988,1,0.000,0.000,0.000,234.975,15,2,14,0,14,4,27,1,0.001
"3run_ligand",18,1,0,1,7,29,0,-2,1143.943,21.116,1312.908,298.009,599.678,300.314,114.908,2781.022,9.250,21.650,0.1603247,0.0501527,0.7284513,89.390,33.219,60.166,49.537,-3.279,-0.908,-8.901,3.344,0.000,-8.038,0.001,-10.792,9.048,1.205,16,-2.279,1,0.000,0.000,162.443,439.901,25,3,37,0,30,3,80,2,0.000
"3rum_ligand",17,1,0,0,6,23,1,-2,1174.098,16.208,1158.622,206.770,497.816,454.037,0.000,2697.446,11.000,22.400,0.0973907,0.0641213,0.8088323,91.366,30.867,62.904,50.281,-1.664,0.194,-10.138,0.730,0.006,-5.497,0.011,-8.949,8.887,0.495,17,-1.702,1,0.000,0.000,110.787,418.260,26,3,57,0,42,6,86,2,0.002
"3rul_ligand",16,2,0,0,7,25,0,-2,1281.127,10.022,1421.423,411.712,427.634,478.256,103.821,3110.962,9.250,23.200,0.0322858,0.0496404,0.7250562,106.862,35.871,65.051,48.469,0.284,-2.508,-10.511,-0.093,0.007,-5.315,0.055,-9.441,8.987,0.642,16,-1.427,1,0.000,0.000,111.426,381.999,25,3,57,0,42,6,91,2,0.000
"3rtx_ligand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3rtp_ligand",0,0,0,0,0,4,0,-2,378.408,3.494,600.730,128.433,201.749,224.174,46.374,1086.161,2.000,9.500,0.0112378,0.0223645,0.8506460,36.887,12.108,20.916,15.482,1.190,-4.610,-5.231,-5.018,120.981,-1.423,90.555,-4.064,8.908,1.566,5,-0.339,3,71.191,0.000,0.000,130.698,8,0,20,0,20,2,27,0,0.001
"3rti_ligand",6,0,0,2,0,8,1,-2,347.224,15.894,553.523,72.607,400.074,76.437,4.406,935.514,7.000,13.600,0.2700378,0.0650058,0.8357242,26.878,11.806,30.755,26.177,-2.072,-1.989,-1.819,-0.940,0.102,-3.727,0.041,-7.856,8.073,0.564,5,-1.440,1,0.000,0.000,0.000,205.436,12,2,14,0,14,4,23,1,0.000
"3rth_ligand",2,0,0,0,0,4,0,0,300.402,3.143,603.375,191.513,79.328,332.534,0.000,1070.367,2.000,1.500,0.0092265,0.0035158,0.8386861,37.289,11.510,16.001,7.497,4.944,-5.763,-5.477,-5.728,1752.386,-0.429,907.163,-1.426,8.198,0.635,0,0.937,3,100.000,0.000,0.000,37.624,2,0,16,0,16,0,23,1,0.019
"3rsv_ligand",0,0,0,0,1,6,0,-1,431.577,4.286,717.528,393.501,86.124,237.903,0.000,1371.943,3.000,4.750,0.0133923,0.0114661,0.8321797,47.171,13.887,22.623,12.889,4.598,-5.626,-6.238,-4.008,1044.607,-0.627,772.741,-1.693,8.155,0.784,4,0.696,3,100.000,0.000,20.130,76.065,5,0,22,0,22,5,32,0,0.021
"3rsr_ligand",5,0,0,4,0,13,3,-2,518.204,18.162,703.254,78.356,430.629,179.600,14.669,1273.660,1.000,15.400,0.2589772,0.0218982,0.8080195,38.186,14.706,26.999,19.333,0.125,-1.215,-4.038,1.735,0.013,-4.581,0.002,-7.575,8.747,0.630,3,-2.235,1,0.000,0.000,0.000,242.765,16,2,14,0,14,4,32,1,0.001
"3rsb_ligand",7,0,0,4,0,14,3,-2,523.183,14.276,650.594,50.270,531.123,55.148,14.053,1192.901,5.000,21.600,0.1708567,0.0742384,0.8360997,33.123,14.667,33.529,30.788,-3.143,-0.431,-1.980,2.783,0.001,-5.311,0.000,-9.770,8.632,0.897,3,-2.639,1,0.000,0.000,0.000,312.764,19,3,14,0,14,4,32,1,0.000
"3rqw_ligand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3rqg_ligand",18,1,1,4,11,50,0,-2,1348.530,7.819,1903.487,1025.464,858.369,0.000,19.654,3898.019,12.500,31.900,0.0156828,0.0592510,0.6292806,117.740,46.005,77.467,59.562,-5.015,-3.085,-4.294,14.092,0.000,-16.455,0.000,-16.664,8.306,-0.314,21,-4.646,1,0.000,0.000,144.828,676.561,36,3,0,0,0,0,93,2,0.000
"3rqf_ligand",19,1,1,4,11,49,0,-2,1314.498,16.633,1876.382,1092.030,784.352,0.000,0.000,3830.262,14.000,31.200,0.0722309,0.0622153,0.6309517,115.670,45.030,78.878,63.158,-4.998,-1.617,-3.714,14.119,0.000,-15.127,0.000,-15.396,8.502,-0.414,21,-4.761,1,0.000,0.000,177.842,679.927,35,3,0,0,0,0,92,2,0.000
"3rpy_ligand",0,0,0,0,0,6,0,-2,313.349,5.379,522.878,0.000,325.418,154.594,42.866,863.808,6.000,8.500,0.0334916,0.0398194,0.8388986,26.039,11.160,23.022,20.094,-1.150,-2.456,-2.838,-4.876,8.128,-2.776,4.678,-6.396,8.444,1.358,2,-0.785,2,23.542,0.000,0.000,164.010,8,1,11,0,11,0,20,1,0.000
"3rpv_ligand",2,0,0,0,0,8,0,-2,389.446,3.018,635.620,0.000,333.333,281.965,20.322,1095.204,5.500,9.000,0.0083151,0.0332068,0.8084090,35.232,14.093,25.445,20.597,-0.018,-3.447,-4.384,-5.977,6.838,-3.269,2.921,-5.901,8.343,1.351,3,-0.526,2,28.822,0.000,0.000,167.539,8,1,17,0,17,0,26,1,0.000
"3rpr_ligand",0,0,0,0,0,6,0,-1,365.372,4.609,611.576,11.992,115.403,336.705,147.475,1045.074,4.000,4.200,0.0203267,0.0137350,0.8143534,35.033,11.440,20.484,12.990,3.636,-5.040,-5.643,-6.142,797.130,-0.596,2487.625,-1.884,7.938,0.603,6,0.130,3,100.000,115.811,0.000,67.084,4,0,17,0,17,0,25,0,0.043
"3rmf_ligand",0,0,0,0,0,7,0,-2,424.491,3.474,691.228,0.000,274.434,397.382,19.412,1206.310,4.000,8.000,0.0100064,0.0231472,0.7928354,41.423,15.245,24.803,18.153,1.736,-4.780,-5.736,-6.779,24.743,-2.721,11.593,-4.505,8.432,1.403,1,-0.053,2,62.052,0.000,0.000,141.027,7,0,21,0,21,0,29,0,0.000
"3rm8_ligand",0,1,0,0,0,2,0,2,306.410,4.534,602.295,231.703,34.894,335.698,0.000,1055.518,1.000,3.500,0.0194789,0.0058111,0.8324008,38.010,10.838,15.844,8.160,3.939,-4.432,-3.982,-6.571,1153.189,0.506,638.465,-2.851,8.173,-0.090,4,0.728,3,100.000,0.000,0.000,31.459,4,0,21,0,21,4,23,0,0.016
"3rl8_ligand",8,1,0,1,5,23,0,-2,680.797,7.448,978.693,596.546,288.637,93.511,0.000,2007.742,5.250,13.900,0.0276272,0.0325423,0.7864245,60.321,20.524,35.911,24.333,-1.408,-2.831,-3.257,2.520,0.500,-3.536,0.461,-6.364,8.913,-0.337,12,-1.577,1,0.000,0.000,45.304,283.636,16,3,6,0,6,0,48,2,0.000
"3rl3_ligand",7,0,0,2,0,8,1,-2,363.223,15.818,572.478,72.683,441.522,55.811,2.462,965.913,7.000,15.600,0.2590437,0.0720966,0.8254647,27.898,12.215,32.175,28.334,-2.851,-2.001,-1.477,-1.007,0.041,-4.233,0.015,-8.692,8.392,0.294,3,-1.579,1,0.000,0.000,0.000,220.220,13,2,14,0,14,4,24,1,0.000
"3rkz_ligand",1,1,0,0,1,3,0,-1,493.648,7.655,769.138,498.502,177.207,93.429,0.000,1540.409,4.000,8.500,0.0380400,0.0221027,0.8386575,54.459,15.179,29.417,18.253,2.716,-4.668,-4.326,-3.940,37.621,-0.899,22.204,-6.231,8.450,0.679,10,0.586,1,71.048,0.000,17.200,134.930,8,0,22,0,15,8,36,1,0.000
"3rkb_ligand",0,0,0,0,0,5,0,-2,302.393,7.840,575.113,235.497,139.254,168.991,31.371,980.044,2.000,5.000,0.0627137,0.0122951,0.8296769,31.471,10.101,16.686,9.962,2.553,-4.246,-3.967,-5.094,473.537,-1.010,327.565,-3.011,8.161,0.676,3,0.077,3,89.779,0.000,0.000,86.278,5,0,17,0,17,6,21,0,0.017
"3rk7_ligand",0,0,0,0,0,7,0,-2,341.387,4.562,595.019,11.675,250.772,301.363,31.210,1022.590,6.000,8.200,0.0203501,0.0337566,0.8249647,33.153,13.139,24.932,20.238,0.407,-3.160,-3.746,-5.801,41.479,-2.238,23.516,-4.408,8.066,0.842,6,-0.549,2,45.329,0.000,0.000,132.787,7,1,17,0,17,0,24,0,0.009
"3rk5_ligand",0,0,0,1,0,7,0,-2,342.372,5.687,598.504,11.958,249.198,305.344,32.004,1018.738,5.000,7.700,0.0317421,0.0287679,0.8180997,33.037,12.886,23.300,18.306,1.239,-3.395,-3.995,-4.124,10.873,-2.262,7.106,-4.365,8.048,0.821,5,-0.619,2,52.747,0.000,0.000,129.831,7,0,17,0,17,0,24,1,0.006
"3rjw_ligand",3,2,0,0,0,9,0,2,509.734,3.275,986.032,907.280,10.006,68.746,0.000,1778.211,1.000,8.000,0.0060324,0.0081133,0.7198844,59.888,16.270,24.612,9.987,6.017,-7.219,-4.917,-7.845,495.236,0.689,283.294,-4.723,8.298,0.781,5,1.425,1,84.494,0.000,0.000,53.660,7,2,27,0,27,15,37,1,0.000
"3rjm_ligand",6,0,0,2,5,17,0,-2,627.690,4.460,970.414,628.556,341.858,0.000,0.000,1907.190,2.500,17.200,0.0104309,0.0280247,0.7664263,59.256,19.003,33.223,27.692,-0.608,-1.741,-1.810,5.176,0.074,-4.341,0.154,-6.188,9.654,-0.205,7,-2.345,1,0.000,0.000,87.285,289.868,16,3,5,0,5,4,44,2,0.007
"3rjc_ligand",0,0,0,0,0,5,0,0,313.349,3.323,560.413,0.000,107.003,363.820,89.591,945.146,2.000,3.500,0.0116863,0.0088323,0.8311051,31.935,10.681,15.782,9.575,3.576,-4.661,-5.098,-6.000,957.614,-0.551,1461.491,-1.730,8.207,1.041,2,0.227,3,100.000,46.750,0.000,69.987,4,0,17,0,17,0,22,0,0.127
"3rin_ligand",0,0,0,0,0,3,0,-1,360.455,2.029,685.971,400.109,112.140,173.722,0.000,1203.579,2.000,5.000,0.0034214,0.0103081,0.7977051,41.746,11.897,19.187,10.507,3.997,-6.337,-5.098,-5.634,855.999,-0.792,418.178,-2.686,8.979,0.586,1,0.725,1,100.000,0.000,0.000,77.125,4,0,22,3,19,8,27,1,0.000
"3rik_ligand",2,1,0,0,0,7,0,-2,207.226,4.661,412.591,193.491,219.100,0.000,0.000,683.633,5.000,10.500,0.0317761,0.0569055,0.9096208,16.710,7.409,18.492,18.324,-2.377,0.141,1.083,-3.721,20.657,-1.225,8.261,-6.948,9.119,-1.934,6,-0.959,2,36.565,0.000,0.000,111.103,6,0,7,0,0,6,14,1,0.032
"3ri1_ligand",1,0,0,0,0,1,0,0,273.337,0.539,527.182,42.913,100.085,384.183,0.000,904.254,2.000,2.500,0.0003211,0.0067065,0.8578243,33.061,10.469,15.245,9.453,3.432,-4.603,-4.692,-5.665,1113.755,-0.404,555.807,-1.915,8.612,0.609,4,0.453,3,100.000,0.000,0.000,49.372,3,0,20,0,20,2,21,0,0.083
"3rhx_ligand",1,0,0,0,0,1,0,0,273.337,0.539,527.182,42.913,100.085,384.183,0.000,904.254,2.000,2.500,0.0003211,0.0067065,0.8578243,33.061,10.469,15.245,9.453,3.432,-4.603,-4.692,-5.665,1113.755,-0.404,555.807,-1.915,8.612,0.609,4,0.453,3,100.000,0.000,0.000,49.372,3,0,20,0,20,2,21,0,0.083
"3rdv_ligand",15,2,0,3,7,34,1,-2,973.022,5.156,1395.735,429.642,600.711,302.764,62.617,2764.993,9.500,19.950,0.0096158,0.0440557,0.6825873,85.561,34.116,55.341,44.275,-2.601,-1.763,-4.393,5.479,0.000,-9.130,0.000,-12.385,8.068,0.046,19,-2.716,1,0.000,0.000,121.148,486.639,25,3,15,0,15,0,68,2,0.000
"3rde_ligand",4,0,0,1,0,16,0,-2,358.520,7.675,838.983,570.869,107.688,160.426,0.000,1425.360,1.000,3.700,0.0413288,0.0044101,0.7300652,42.147,14.074,16.932,5.142,6.646,-7.613,-5.377,-4.857,238.942,-1.748,133.904,-1.403,9.853,0.167,6,0.932,1,95.469,0.000,0.000,59.214,3,1,6,0,6,0,26,1,0.000
"3rcj_ligand",0,0,0,0,0,2,0,0,275.312,6.717,540.278,42.524,98.629,399.124,0.000,913.217,1.000,3.500,0.0494058,0.0064781,0.8425532,32.920,10.363,14.893,8.876,3.321,-4.543,-4.601,-5.983,1149.733,-0.483,575.239,-1.739,8.339,0.336,2,0.344,3,100.000,0.000,0.000,59.032,5,0,20,0,20,0,21,0,0.144
"3rbm_ligand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3rak_ligand",0,0,0,0,0,8,0,-2,376.447,8.823,634.534,11.783,255.891,331.566,35.295,1085.686,6.000,8.700,0.0716982,0.0335846,0.8050935,35.325,14.022,26.667,20.847,0.584,-3.485,-4.204,-6.267,37.092,-2.464,21.941,-4.299,8.190,1.061,3,-0.549,2,45.491,0.000,0.000,132.824,7,1,17,0,17,0,25,0,0.006
"3r92_ligand",0,1,0,0,0,1,0,1,434.580,5.432,703.167,476.241,158.107,68.820,0.000,1345.839,2.000,6.500,0.0219222,0.0130728,0.8383690,47.722,12.734,22.690,12.066,3.349,-5.260,-4.832,-5.202,78.248,-0.598,34.850,-6.158,8.851,0.960,7,0.941,2,80.446,0.000,0.000,96.492,6,0,25,0,20,11,32,1,0.000
"3r21_ligand",0,1,0,0,0,7,0,-2,444.554,6.174,757.693,382.835,165.411,208.210,1.236,1361.598,3.000,10.000,0.0279931,0.0228595,0.7840997,45.831,14.300,25.285,16.784,1.999,-4.066,-3.611,-6.745,66.712,-1.251,29.792,-5.225,8.259,0.911,4,0.036,3,71.301,0.000,0.000,118.496,10,0,22,0,15,7,31,0,0.000
"3r9o_ligand",0,0,0,0,0,7,0,-2,425.427,3.295,673.345,0.000,258.377,281.159,133.809,1146.410,5.000,8.500,0.0094733,0.0282271,0.7867206,37.916,13.502,25.551,19.208,1.439,-4.784,-5.250,-6.324,35.133,-2.313,71.687,-4.619,8.667,1.578,2,-0.325,2,50.077,93.567,0.000,145.924,8,1,17,0,17,0,28,0,0.000
"3r9n_ligand",0,0,0,0,0,7,0,-2,348.419,9.041,625.124,246.607,207.006,137.867,33.644,1080.546,4.000,5.200,0.0756502,0.0166367,0.8146312,33.911,11.798,20.933,13.017,2.208,-4.404,-4.599,-5.189,107.860,-1.855,68.122,-4.177,8.034,1.023,4,0.049,3,76.256,0.000,0.000,113.756,7,0,17,0,17,6,24,0,0.001
"3r8z_ligand",0,0,0,0,0,7,0,-2,264.345,4.829,532.863,188.089,148.726,161.423,34.625,882.916,4.000,5.700,0.0264167,0.0213939,0.8352745,26.227,9.631,17.623,13.052,1.184,-2.870,-2.936,-4.967,385.062,-1.195,272.918,-3.020,7.992,0.335,5,-0.452,3,80.154,0.000,0.000,82.169,5,0,11,0,11,0,18,0,0.338
"3r8u_ligand",1,0,0,0,0,7,0,-1,313.417,2.282,599.957,184.143,120.571,262.746,32.497,1032.972,4.000,4.200,0.0050418,0.0140010,0.8237023,33.200,11.604,18.966,12.233,3.007,-4.182,-4.513,-5.638,712.076,-0.963,516.380,-2.144,7.777,0.501,3,0.064,3,95.610,0.000,0.000,69.716,4,0,15,0,15,0,22,0,0.148
"3r7b_ligand",4,0,0,3,4,13,0,-2,460.440,5.131,757.939,397.004,360.936,0.000,0.000,1397.760,3.500,12.500,0.0188333,0.0308539,0.7976622,41.437,14.594,26.200,24.272,-0.808,-1.046,-1.015,6.114,0.015,-4.002,0.028,-6.923,9.692,-0.269,6,-2.299,1,0.000,0.000,77.070,274.534,14,2,0,0,0,0,32,1,0.005
"3r6t_ligand",1,0,0,0,0,8,0,-2,505.504,3.546,843.739,248.624,224.652,323.628,46.836,1501.983,3.000,9.900,0.0083719,0.0203230,0.7517385,51.909,16.755,27.640,17.876,3.277,-6.751,-6.730,-7.093,73.371,-2.454,53.050,-3.752,9.133,0.879,8,0.317,1,66.566,46.836,0.000,146.857,10,1,26,0,26,4,37,2,0.000
